城市,店名,维度,经度
北京市,北京昌平永旺店,40.096749,116.289833
北京市,北京金融街购物中心店,39.91697,116.36224
北京市,北京金隅嘉华大厦GO店,40.036326,116.30869
北京市,北京中海国际大厦GO店,39.93188,116.35761
北京市,北京东直门银座mall店,39.94014,116.435532
北京市,北京蒲黄榆物美GO店,39.865961,116.422741
北京市,北京浦项中心GO店,39.998821,116.488944
北京市,北京房山龙湖天街店,39.746076,116.141726
北京市,北京槐房万达店,39.81353,116.369108
北京市,北京酒仙桥A.T MALL GO店,39.975833,116.490982
北京市,北京大族广场GO店,39.791833,116.511671
北京市,北京翠微百货GO店,39.908248,116.305284
北京市,北京华夏幸福创新中心GO店,39.824618,116.300983
北京市,北京上地华联店,40.028664,116.311236
北京市,北京凯德MALL太阳宫店,39.971492,116.44723
北京市,北京凯德MALL大峡谷店,39.854548,116.366859
北京市,北京东升科技园GO店,40.046747,116.356367
北京市,北京公益西桥GO店,39.832816,116.369022
北京市,北京颐堤港店,39.969387,116.491309
北京市,北京京东总部一期GO店,39.78657,116.56323
北京市,北京丰台永旺GO店,39.817683,116.29247
北京市,北京国贸银泰中心店,39.907692,116.459222
北京市,北京融科店,39.984073,116.326203
北京市,北京中关村壹号GO店,40.075457,116.246014
北京市,北京银泰百货大红门店,39.844355,116.385649
北京市,北京金唐购物中心店,39.8662,116.305
北京市,北京广安门天虹店,39.88868,116.34226
北京市,北京丽泽龙湖天街店,39.867442,116.334766
北京市,北京朝阳门外店,39.922285,116.442472
北京市,北京亦庄华联店,39.805261,116.501989
北京市,北京华贸购物中心店,39.909134,116.479418
北京市,北京中关村创业大街GO店,39.982614,116.307232
北京市,北京王府井APM店,39.914417,116.411878
北京市,北京中关村软件园GO店,40.047472,116.279983
北京市,北京枫蓝国际购物中心店,39.952401,116.35685
北京市,北京小米科技园GO店,40.047816,116.316578
北京市,北京龙湖长安天街店,39.905651,116.122997
北京市,北京清华东南门店,39.996143,116.334524
北京市,北京大兴大悦春风里店,39.730697,116.342663
北京市,北京双桥万达店,39.908378,116.58167
无锡市,无锡苏宁广场店,31.575688,120.302703
无锡市,无锡恒隆广场店,31.574952,120.297810
无锡市,无锡海岸城店,31.487611,120.303522
无锡市,无锡荟聚热麦店,31.582104,120.395073
无锡市,无锡茂业天地店,31.550306,120.309514
无锡市,江阴南门八佰伴店,31.89431,120.27117
无锡市,无锡滨湖万达店,31.562101,120.267011
无锡市,无锡红豆万花城店,31.581351,120.298137
无锡市,无锡万象城店,31.513827,120.282437
无锡市,无锡八佰伴中心店,31.585278,120.350592
常州市,常州泰富百货店,31.778402,119.95504
常州市,常州武进吾悦店,31.728406,119.94252
常州市,常州九洲新世界店,31.764438,119.949996
常州市,常州新北万达店,31.818518,119.97031
常州市,溧阳上河城店,31.426402,119.479161
南通市,南通万象城店,32.049475,120.859175
南通市,南通印象城店,31.98753,120.888107
南通市,南通崇川大有境店,32.002202,120.915319
东莞市,东莞汇一城店,23.007937,113.75564750000001
东莞市,东莞雍华庭GO店,23.031939,113.768787
东莞市,东莞东江之星GO店,23.02137,113.72698
东莞市,东莞翔龙天地店,22.973761,114.005508
东莞市,东莞虎门万达店,22.83344,113.68317
东莞市,东莞长安万科店,22.800662,113.799628
东莞市,东莞东城万达店,23.035669,113.780084
东莞市, 东莞万江华南摩尔店,23.0359,113.725
东莞市,东莞君尚GO店,23.0383,113.772
东莞市,东莞南城莱蒙GO店,23.014944,113.744134
东莞市,东莞虎门君乐汇GO店,22.805221,113.683806
东莞市,东莞厚街万达店 ,22.942018,113.673727
东莞市,东莞鸿福东路GO店,23.011688,113.76072
东莞市,东莞莞城万科店,23.024222,113.765817
长沙市,长沙惠农大厦LAB店,28.19356,112.97666
长沙市,长沙悦方店,28.189667,112.975189
长沙市,长沙国金街店,28.192636,112.976114
长沙市,长沙黄兴铜像店,28.191119,112.976535
长沙市,长沙星沙华润万象汇店,28.249055,113.086794
长沙市,长沙星沙吾悦广场GO店,28.253416,113.102057
长沙市,长沙泊富I CITY店,28.209211,112.984182
长沙市,长沙运达汇GO店,28.16966,113.043532
长沙市,长沙凯德广场店,28.1548,112.995583
香港特别行政區,铜锣湾时代广场GO店,22.275699,114.18704
佛山市,佛山保利水城店,23.0600545,113.148314
佛山市,佛山顺德容桂天佑城店,22.761965,113.269044
佛山市,佛山岭南站店,23.027405,113.112835
佛山市,佛山顺联国际季华店,23.012583,113.114765
佛山市,佛山南海印象汇店,23.032661,113.140699
佛山市,佛山顺德大良东乐路店,22.835020,113.258350
佛山市,佛山东方广场店,23.037954,113.121337
佛山市,佛山顺德大融城店,22.827152,113.27356
佛山市,佛山南海万科广场店,23.036918,113.154851
佛山市,佛山中海环宇城GO店,23.043346,113.157967
佛山市,佛山金铂天地店,23.14191,113.199801
佛山市,佛山创意产业园店,23.01362,113.098503
佛山市,佛山顺德印象城店,22.834178,113.270424
佛山市,佛山海骏达店,22.758541,113.276515
佛山市,佛山映月湖环宇城店 ,23.033071,113.187665
佛山市,佛山三水广场店,23.172096,112.892634
佛山市,佛山凯德MALL180 GO店,23.104345,113.182332
佛山市,佛山顺德欢乐海岸店,22.817927,113.304337
佛山市,佛山东平保利广场店,22.964765,113.13301
南宁市,南宁悦荟店,22.81365,108.32291
南宁市,南宁水晶城店,22.816443,108.369052
南宁市,南宁万象城店,22.81212,108.393188
南宁市,南宁青秀万达店,22.830522,108.370014
南宁市,南宁盛天地店,22.810051,108.3993
南宁市, 南宁会展航洋城店,22.813838,108.384878
绍兴市,绍兴百盛店,30.002993,120.595406
绍兴市,绍兴银泰城店,29.984895,120.580021
绍兴市,绍兴柯桥万达店,30.093195,120.509645
绍兴市,绍兴上虞万和城店,30.033308,120.873004
绍兴市,绍兴上虞新大通购物中心店,30.03326,120.87292
